graph_degree,intermediate_graph_degree,build_algo,compression_enabled,compression_pq_bits,compression_pq_dim,enable_exact_rerank,rerank_candidate_k,search_k,exact_rerank,rerank_backend,rerank_storage_dtype,itopk_size,max_queries,max_iterations,algo,team_size,search_width,min_iterations,thread_block_size,hashmap_mode,hashmap_min_bitlen,hashmap_max_fill_rate,num_random_samplings,rand_xor_mask,n_rows_per_batch,build_time,search_time,queries_per_second,latency_per_query,online_median_latency_ms,online_p95_latency_ms,recall_at_10,total_correct,total_possible
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,16,128,0,auto,0,1,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.0056373484985670075,177388.35912915375,0.0056373484985670075,0.39779100006853696,0.4078109996044077,0.8089,8089,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,16,128,0,auto,0,2,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.006859005001388141,145793.74119097707,0.006859005001388141,0.48032100130512845,0.4897210019407794,0.8321,8321,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,24,64,0,auto,0,1,0,0,auto,0,0.5,1,1213332,64,20.184477607999725,0.008086022498901002,123670.19757067376,0.008086022498901002,0.40772549982648343,0.5177909988560714,0.8085,8085,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,24,64,0,auto,0,2,0,0,auto,0,0.5,1,1213332,64,20.184477607999725,0.009232329000951722,108315.03078983798,0.009232329000951722,0.4178154995315708,0.48759099809103645,0.8321,8321,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,24,128,0,auto,0,1,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.0048883229992497945,204569.1334540432,0.0048883229992497945,0.38910549847059883,0.43128099787281826,0.8089,8089,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,24,128,0,auto,0,2,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.006865405499411281,145657.82022427538,0.006865405499411281,0.4933159998472547,1.3701620009669568,0.8323,8323,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,32,64,0,auto,0,1,0,0,auto,0,0.5,1,1213332,64,20.184477607999725,0.008154651999575435,122629.38995460066,0.008154651999575435,0.3662055023596622,0.3721209977811668,0.8085,8085,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,32,64,0,auto,0,2,0,0,auto,0,0.5,1,1213332,64,20.184477607999725,0.009257569001420052,108019.71876705498,0.009257569001420052,0.4424705002747942,0.5831909984408412,0.8322,8322,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,32,128,0,auto,0,1,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.004635766999854241,215714.03395197436,0.004635766999854241,0.38894100180186797,0.40020000233198516,0.8089,8089,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,32,128,0,auto,0,2,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.0064468399996258086,155114.75390393473,0.0064468399996258086,0.4896855007245904,0.8012910002435092,0.8321,8321,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,48,64,0,auto,0,1,0,0,auto,0,0.5,1,1213332,64,20.184477607999725,0.009428194500287645,106064.84624065518,0.009428194500287645,0.4234554999129614,0.7081209987518378,0.832,8320,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,48,64,0,auto,0,2,0,0,auto,0,0.5,1,1213332,64,20.184477607999725,0.009064133499123272,110324.94171635104,0.009064133499123272,0.42404049963806756,0.5975610001769383,0.8318,8318,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,48,128,0,auto,0,1,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.0064372144988738,155346.69540294976,0.0064372144988738,0.4820154990738956,0.49399100316804834,0.8322,8322,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,48,128,0,auto,0,2,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.006441309998990619,155247.9231952358,0.006441309998990619,0.5002305006200913,0.6069309965823777,0.8322,8322,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,64,64,0,auto,0,1,0,0,auto,0,0.5,1,1213332,64,20.184477607999725,0.009198149000440026,108717.52566219155,0.009198149000440026,0.41276049887528643,0.6930010022188071,0.832,8320,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,64,64,0,auto,0,2,0,0,auto,0,0.5,1,1213332,64,20.184477607999725,0.008848338500683894,113015.56782922684,0.008848338500683894,0.4145010007050587,0.5464910027512815,0.8322,8322,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,64,128,0,auto,0,1,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.006846880001830868,146051.92434110108,0.006846880001830868,0.47899549826979637,0.7043309997243341,0.8322,8322,10000
32,64,ivf_pq,True,8,384,False,0,10,False,none,none,64,128,0,auto,0,2,0,0,auto,0,0.5,1,1213332,128,20.184477607999725,0.006559124998602783,152459.36008431288,0.006559124998602783,0.5099705012980849,0.6183010009408463,0.832,8320,10000
