graph_degree,intermediate_graph_degree,build_algo,compression_enabled,compression_pq_bits,compression_pq_dim,enable_exact_rerank,rerank_candidate_k,search_k,exact_rerank,rerank_backend,rerank_storage_dtype,itopk_size,max_queries,max_iterations,algo,team_size,search_width,min_iterations,thread_block_size,hashmap_mode,hashmap_min_bitlen,hashmap_max_fill_rate,num_random_samplings,rand_xor_mask,n_rows_per_batch,build_time,search_time,queries_per_second,latency_per_query,online_median_latency_ms,online_p95_latency_ms,recall_at_10,total_correct,total_possible
16,32,ivf_pq,True,8,384,True,32,32,True,multi_gpu,float16,32,128,0,auto,0,1,0,0,auto,0,0.5,1,1213332,128,19.30351698300001,0.005685700998583343,175879.80800417773,0.005685700998583343,0.5306560015014838,0.7787810027366504,0.8162,8162,10000
16,32,ivf_pq,True,8,384,True,32,32,True,multi_gpu,float16,32,128,0,auto,0,2,0,0,auto,0,0.5,1,1213332,128,19.30351698300001,0.007206819000202813,138757.47399398516,0.007206819000202813,0.6801910003559897,1.5152729974943213,0.9106,9106,10000
16,32,ivf_pq,True,8,384,True,48,48,True,multi_gpu,float16,48,64,0,auto,0,1,0,0,auto,0,0.5,1,1213332,64,19.40902401600033,0.009967714000595151,100323.90575615353,0.009967714000595151,0.5562415008171229,0.6846010001027025,0.9048,9048,10000
16,32,ivf_pq,True,8,384,True,48,48,True,multi_gpu,float16,48,64,0,auto,0,2,0,0,auto,0,0.5,1,1213332,64,19.40902401600033,0.00970154349852237,103076.38162446098,0.00970154349852237,0.5689809986506589,0.6352119999064598,0.9045,9045,10000
16,32,ivf_pq,True,8,384,True,48,48,True,multi_gpu,float16,48,128,0,auto,0,1,0,0,auto,0,0.5,1,1213332,128,19.40902401600033,0.006922853001015028,144449.1165496913,0.006922853001015028,0.6102009992901003,0.6143009995867033,0.9065,9065,10000
16,32,ivf_pq,True,8,384,True,48,48,True,multi_gpu,float16,48,128,0,auto,0,2,0,0,auto,0,0.5,1,1213332,128,19.40902401600033,0.006923318498593289,144439.40434102295,0.006923318498593289,0.6205909994605463,0.7764019974274561,0.9068,9068,10000
24,48,ivf_pq,True,8,384,True,16,16,True,multi_gpu,float16,16,64,0,auto,0,1,0,0,auto,0,0.5,1,1213332,64,19.428219822002575,0.00976216849994671,102436.25686295608,0.00976216849994671,0.47221099885064177,0.5262410013529006,0.8726,8726,10000
24,48,ivf_pq,True,8,384,True,16,16,True,multi_gpu,float16,16,64,0,auto,0,2,0,0,auto,0,0.5,1,1213332,64,19.428219822002575,0.009785223999642767,102194.90121396376,0.009785223999642767,0.457591002486879,0.46901099995011464,0.9242,9242,10000
24,48,ivf_pq,True,8,384,True,16,16,True,multi_gpu,float16,16,128,0,auto,0,1,0,0,auto,0,0.5,1,1213332,128,19.428219822002575,0.006737437999618123,148424.37140893613,0.006737437999618123,0.47224100126186386,0.4810310019820463,0.8664,8664,10000
24,48,ivf_pq,True,8,384,True,16,16,True,multi_gpu,float16,16,128,0,auto,0,2,0,0,auto,0,0.5,1,1213332,128,19.428219822002575,0.0076991400001134025,129884.63646397789,0.0076991400001134025,0.6278814998950111,1.1918220006919,0.9268,9268,10000
24,48,ivf_pq,True,8,384,True,24,24,True,multi_gpu,float16,24,64,0,auto,0,1,0,0,auto,0,0.5,1,1213332,64,19.614891082001122,0.010944880999886664,91366.91390343625,0.010944880999886664,0.47703100062790327,0.4888010007562116,0.8808,8808,10000
24,48,ivf_pq,True,8,384,True,24,24,True,multi_gpu,float16,24,64,0,auto,0,2,0,0,auto,0,0.5,1,1213332,64,19.614891082001122,0.011060890999942785,90408.62982965593,0.011060890999942785,0.4812360002688365,0.5068310019851197,0.9376,9376,10000
24,48,ivf_pq,True,8,384,True,24,24,True,multi_gpu,float16,24,128,0,auto,0,1,0,0,auto,0,0.5,1,1213332,128,19.614891082001122,0.006830338499639765,146405.62836713588,0.006830338499639765,0.5556365013035247,0.6419220007956028,0.8794,8794,10000
